Repository 1	Repository 2	# people
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-jenkins-operator]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-form-submission-validation]	2
[epam / edp-ddm-service-generation-utility]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-control-plane-nexus]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-bp-admin-portal]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-report-exporter]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-registry-postgres]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-bpms]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-user-management]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-digital-document-service]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-platform-minio]	2
[epam / modular-cli]	[epam / r8s]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-control-plane-nexus]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-platform-vault]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-architecture]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-kong]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-redash-chart]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-infrastructure-jenkins-agent]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-bp-admin-portal]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-form-schema-provider]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-pgadmin-chart]	2
[epam / edp-ddm-registry-regulations-publication-pipeline]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-monitoring]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-excerpt-worker-docx]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-service-generation-utility]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-language-server]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-ceph-client]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-platform-vault]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-service-generation-utility]	2
[epam / ai-dial-analytics-realtime]	[epam / ai-dial-app-builder-python]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-redis-operator]	2
[epam / ember-fix-mdg-sample-python]	[epam / ember-python-fix-sample]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-control-plane-nexus]	2
[epam / edp-ddm-bp-admin-portal]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-user-management]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-liquibase-ddm-ext]	2
