Repository 1	Repository 2	# people
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-registry-regulations-publication-pipeline]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-platform-minio]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-bp-admin-portal]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-form-submission-validation]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-excerpt-worker-docx]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-redash-chart]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-liquibase-ddm-ext]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-jenkins-operator]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-registry-regulations-validator-cli]	2
[epam / edp-ddm-redis-operator]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-strimzi-kafka-operator]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-registry-regulations-publication-pipeline]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-registry-regulations-publication-pipeline]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-architecture]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-pgadmin-chart]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-notification-service]	2
[epam / ai-dial-helm]	[epam / ai-dial-chat-themes]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-monitoring]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-bp-admin-portal]	[epam / edp-ddm-registry-regulation-management]	2
[epam / ai-dial-auth-helper]	[epam / ai-dial-adapter-openai]	2
[epam / edp-ddm-service-generation-utility]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-redash-chart]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-form-submission-validation]	2
[epam / edp-ddm-registry-regulations-publication-pipeline]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-backup-management]	[epam / edp-ddm-report-exporter]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-digital-document-service]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-kong]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-registry-regulations-publication-pipeline]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-strimzi-kafka-operator]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-redash-chart]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-dataplatform-jenkins-agent]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-report-exporter]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-kong]	[epam / edp-ddm-registry-regulations-publication-pipeline]	2
[epam / ai-dial-helm]	[epam / ai-dial-interceptors-sdk]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-digital-document-service]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-excerpt-worker-docx]	2
[epam / edp-ddm-service-generation-utility]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-backup-management]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-control-plane-nexus]	2
[epam / edp-ddm-report-exporter]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / ai-dial-helm]	[epam / ai-dial-adapter-dial]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-redis-operator]	[epam / edp-ddm-language-server]	2
[epam / syndicate-rule-engine]	[epam / ecc-kubernetes-rulepack]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-bpms]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-registry-regulations-publication-pipeline]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-excerpt-worker]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-process-history-service-persistence]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-notification-service]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-report-exporter]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-excerpt-worker-csv]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-control-plane-console]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-jenkins-operator]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-backup-management]	2
[epam / edp-ddm-bpms]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-monitoring]	2
[epam / edp-ddm-strimzi-kafka-operator]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-architecture]	2
[epam / edp-ddm-liquibase-ddm-ext]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-registry-configuration]	2
[epam / ai-dial-interceptors-sdk]	[epam / ai-dial-app-builder-python]	2
[epam / ai-dial-analytics-realtime]	[epam / ai-dial-helm]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-jenkins-operator]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-digital-document-service]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-registry-regulations-publication-pipeline]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-nexus]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-logging]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-platform-vault]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-report-exporter]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-registry-regulations-validator-cli]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-backup-management]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-infrastructure-jenkins-agent]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-registry-regulations-validator-cli]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-excerpt-worker]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-digital-document-service]	2
[epam / edp-ddm-backup-management]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-architecture]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-user-management]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-bpms]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-pgadmin-chart]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-notification-service]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-report-exporter]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-strimzi-kafka-operator]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-registry-regulations-validator-cli]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-backup-management]	2
[epam / edp-ddm-geo-server]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-pgadmin-chart]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-backup-management]	2
[epam / edp-ddm-redis-sentinel]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-registry-regulations-publication-pipeline]	2
[epam / edp-ddm-bp-webservice-gateway]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-control-plane-nexus]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-kong]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-registry-regulations-publication-pipeline]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-strimzi-kafka-operator]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-report-exporter]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-redis-sentinel]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-form-submission-validation]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-redis-sentinel]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-process-history-service-api]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-geo-server]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-control-plane-console]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-report-exporter]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-backup-management]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-form-schema-provider]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-redis-sentinel]	2
[epam / ember-risk-sample]	[epam / ember-fix-mdg-sample-java]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-backup-management]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-language-server]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-backup-management]	[epam / edp-ddm-file-storage]	2
[epam / modular-cli]	[epam / ecc-aws-rulepack]	2
[epam / edp-gerrit-operator]	[epam / edp-sonar-operator]	2
[epam / ai-dial-auth-helper]	[epam / ai-dial-adapter-bedrock]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-backup-management]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-control-plane-nexus]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-monitoring]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-logging]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-redis-operator]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-process-history-service-api]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-backup-management]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-control-plane-nexus]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-report-exporter]	2
[epam / edp-ddm-kong]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-jenkins-operator]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-monitoring]	2
[epam / edp-ddm-geo-server]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-redash-chart]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-redis-operator]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-strimzi-kafka-operator]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-excerpt-worker-csv]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-smtp-server]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-excerpt-worker-docx]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-architecture]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-geo-server]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-form-submission-validation]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-bpms]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-strimzi-kafka-operator]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-registry-postgres]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-smtp-server]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-digital-document-service]	2
[epam / edp-ddm-bp-admin-portal]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-geo-server]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-jenkins-operator]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-user-management]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-platform-vault]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-excerpt-worker-docx]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-monitoring]	2
[epam / edp-ddm-liquibase-ddm-ext]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-smtp-server]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-service-generation-utility]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-jenkins-operator]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-process-history-service-persistence]	[epam / edp-ddm-file-storage]	2
[epam / DFP]	[epam / ValuesTypes4Java]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-registry-regulations-validator-cli]	2
[epam / edp-ddm-backup-management]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-bpms]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-redash-chart]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-dataplatform-jenkins-agent]	[epam / edp-ddm-registry-regulation-management]	2
[epam / jsdmx]	[epam / sdmxsource]	2
[epam / edp-ddm-language-server]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-platform-vault]	2
[epam / edp-ddm-registry-regulations-publication-pipeline]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-geo-server]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-registry-postgres]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-backup-management]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-jenkins-operator]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-smtp-server]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-jenkins-operator]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-sonar-operator]	[epam / edp-keycloak-operator]	2
[epam / edp-ddm-strimzi-kafka-operator]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-bpms]	[epam / edp-ddm-language-server]	2
[epam / ai-dial-auth-helper]	[epam / ai-dial-adapter-vertexai]	2
[epam / edp-ddm-kong]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-registry-regulations-publication-pipeline]	2
[epam / edp-ddm-backup-management]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-redis-operator]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-process-history-service-persistence]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-redash-chart]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-monitoring]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-form-schema-provider]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-registry-regulations-publication-pipeline]	2
[epam / edp-ddm-bpms]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-report-exporter]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-pgadmin-chart]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-bp-webservice-gateway]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-nexus]	2
[epam / edp-cluster-add-ons]	[epam / edp-sonar-operator]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-form-schema-provider]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-excerpt-service-api]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-cluster-kafka-operator]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-bpms]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-excerpt-worker]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-architecture]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-jenkins-operator]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-control-plane-console]	2
[epam / ember-risk-sample]	[epam / ember-fix-mdg-sample-python]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-report-exporter]	2
[epam / edp-ddm-backup-management]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-registry-regulations-publication-pipeline]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-registry-regulations-publication-pipeline]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-cluster-kafka-operator]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-cluster-kafka-operator]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-digital-document-service]	2
[epam / edp-ddm-process-history-service-persistence]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-digital-document-service]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-platform-minio]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-registry-regulations-validator-cli]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-nexus]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-control-plane-nexus]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-language-server]	[epam / edp-ddm-nexus]	2
